gender,quoteID,topic
female,2018-10-11-112419,design
female,2018-10-25-115490,arts
male,2018-10-20-054653,hockey
female,2018-01-09-102171,europe
male,2018-11-04-053653,europe
female,2018-04-26-135507,politics
female,2018-08-31-094680,technology
male,2018-05-24-118418,sports
female,2018-06-05-100630,learning
female,2018-04-06-118083,review
male,2018-09-26-117589,style
male,2018-10-17-126248,books
male,2018-03-13-137262,americas
male,2018-06-19-111476,politics
male,2018-06-20-123997,europe
male,2018-08-20-095916,australia
male,2018-06-14-133999,nyregion
male,2018-11-23-098829,opinion
male,2018-03-17-089142,asia
male,2018-09-12-007176,europe
female,2018-12-23-005276,books
female,2018-12-14-011993,politics
male,2018-09-21-013576,sports
male,2018-04-10-017452,science
female,2018-05-16-022247,music
female,2018-09-13-021476,style
male,2018-12-07-024631,dealbook
female,2018-07-22-009949,weddings
male,2018-10-19-024848,business
male,2018-11-09-027561,europe
male,2018-04-03-041842,music
male,2018-01-01-022583,energy-environment
male,2018-05-18-056688,fashion
male,2018-03-02-060854,review
male,2018-06-26-050449,business
male,2018-06-28-054053,africa
male,2018-08-10-046595,dance
male,2018-03-21-075047,movies
male,2018-10-11-068953,baseball
male,2018-03-20-077826,obituaries
male,2018-07-10-056615,magazine
female,2018-05-05-045074,style
male,2018-06-26-072108,us
male,2018-06-16-036457,baseball
male,2018-05-13-048487,nyregion
male,2018-01-09-087021,middleeast
male,2018-05-18-094269,europe
male,2018-03-28-122369,books
male,2018-11-13-098575,europe
male,2018-11-02-122406,television
male,2018-02-21-145077,business
male,2018-08-19-051434,obituaries
female,2018-02-20-141387,ncaabasketball
male,2018-10-08-075975,nyregion
male,2018-09-30-058191,politics
male,2018-06-27-127190,asia
male,2018-06-01-124745,review
male,2018-05-23-003439,magazine
male,2018-03-02-003743,politics
male,2018-11-01-006502,nyregion
male,2018-09-24-007111,middleeast
male,2018-03-22-013572,magazine
male,2018-10-22-018813,politics
male,2018-05-21-018707,europe
male,2018-12-01-011321,politics
male,2018-08-07-018564,media
female,2018-02-15-027660,design
male,2018-03-03-014553,media
female,2018-07-10-021498,nyregion
male,2018-01-06-011985,obituaries
male,2018-05-16-033739,politics
male,2018-04-18-062390,climate
female,2018-12-16-022314,media
male,2018-10-24-062160,baseball
male,2018-06-19-054565,business
male,2018-05-29-051789,tennis
male,2018-05-24-067694,style
male,2018-06-07-066295,soccer
female,2018-09-21-066069,opinion
female,2018-08-15-061148,nyregion
female,2018-10-31-081017,sports
male,2018-03-02-086667,obituaries
male,2018-02-13-095558,dealbook
female,2018-08-09-070001,review
female,2018-03-16-107252,style
male,2018-06-11-073176,baseball
female,2018-12-02-045753,television
male,2018-08-09-075714,nyregion
male,2018-12-12-088404,television
male,2018-07-06-071533,your-money
male,2018-11-01-112060,sports
male,2018-04-29-063897,politics
male,2018-10-18-122316,television
male,2018-03-20-137473,science
male,2018-02-22-153474,travel
male,2018-10-01-120127,asia
male,2018-02-22-170736,television
male,2018-10-24-158988,television
male,2018-07-27-121333,sports
male,2018-05-09-013736,opinion
male,2018-01-16-018153,politics
male,2018-05-14-018545,television
female,2018-10-24-024955,style
male,2018-03-26-024391,technology
male,2018-08-31-025012,obituaries
female,2018-10-06-013556,style
female,2018-04-20-036716,review
male,2018-02-01-039065,obituaries
male,2018-07-18-033755,music
male,2018-01-01-016978,television
male,2018-12-01-022682,opinion
male,2018-01-29-048284,business
female,2018-01-29-049229,politics
female,2018-04-16-047830,europe
female,2018-08-12-018809,politics
female,2018-05-11-057284,theater
female,2018-02-14-064393,obituaries
male,2018-10-03-056574,politics
female,2018-08-02-048936,asia
female,2018-09-21-061777,review
female,2018-08-03-053873,books
female,2018-07-14-035643,health
male,2018-08-02-061396,design
female,2018-08-20-054158,sports
male,2018-09-29-038710,politics
male,2018-11-14-085842,obituaries
male,2018-06-21-082693,style
male,2018-12-31-045097,politics
male,2018-09-28-088454,style
female,2018-01-03-083224,theater
male,2018-03-21-126203,arts
male,2018-11-05-101168,family
male,2018-09-16-055512,asia
male,2018-09-25-111686,europe
male,2018-07-30-089459,europe
male,2018-07-23-093389,sports
male,2018-04-22-072066,politics
male,2018-09-22-058982,africa
male,2018-06-22-107195,nyregion
male,2018-09-02-058695,arts
male,2018-10-14-069886,politics
male,2018-10-19-134058,books
female,2018-11-11-070388,media
female,2018-07-20-102450,review
male,2018-04-10-149549,style
male,2018-02-25-086933,movies
male,2018-01-13-080668,fashion
male,2018-09-27-002728,television
male,2018-09-27-006148,television
female,2018-09-04-018150,sports
male,2018-10-01-031606,arts
male,2018-12-04-038978,health
female,2018-07-27-036586,sports
female,2018-05-29-043611,insider
male,2018-06-11-040293,asia
male,2018-04-16-054454,politics
male,2018-02-23-061317,business
male,2018-03-12-061200,politics
male,2018-06-17-026118,business
female,2018-11-09-059313,review
male,2018-05-07-058783,africa
male,2018-09-24-057090,basketball
male,2018-11-03-035317,your-money
female,2018-07-11-060825,style
female,2018-12-17-058290,movies
male,2018-07-28-034383,asia
male,2018-03-09-091728,theater
male,2018-02-01-094758,magazine
male,2018-11-07-079810,magazine
female,2018-06-08-074812,sunday
male,2018-04-20-101531,review
male,2018-08-03-072938,science
male,2018-05-29-087859,insider
male,2018-03-12-114607,music
male,2018-12-21-090585,politics
female,2018-05-17-126190,books
male,2018-06-13-115395,business
female,2018-02-07-151943,sports
male,2018-06-29-110154,us
male,2018-02-21-163188,theater
male,2018-12-07-130568,politics
male,2018-01-04-129195,football
female,2018-07-24-119176,arts
female,2018-06-25-002315,television
male,2018-10-20-002302,hockey
male,2018-04-15-003269,opinion
male,2018-02-08-008106,asia
male,2018-07-09-004741,obituaries
female,2018-12-03-005840,design
female,2018-02-07-009671,canada
female,2018-02-08-011616,design
male,2018-04-30-010984,asia
male,2018-10-01-010570,books
male,2018-01-19-011788,europe
female,2018-12-19-011753,us
male,2018-10-04-013902,sports
female,2018-08-29-015531,style
male,2018-08-30-016542,books
female,2018-11-16-024016,weddings
male,2018-08-01-021133,sports
male,2018-05-09-034075,style
male,2018-11-08-037385,us
female,2018-10-06-018320,africa
male,2018-06-21-036885,obituaries
male,2018-03-23-045577,asia
male,2018-06-05-040672,politics
male,2018-08-20-032512,technology
male,2018-11-26-041729,sports
male,2018-11-10-027805,europe
male,2018-06-11-044438,media
male,2018-02-02-071600,us
male,2018-04-13-069488,sports
female,2018-10-31-067372,europe
female,2018-09-20-065432,design
male,2018-05-01-074656,obituaries
male,2018-05-14-070394,t-magazine
female,2018-09-11-076521,music
male,2018-09-11-080312,us
male,2018-06-11-070881,dining
male,2018-04-27-101896,sports
male,2018-10-05-085525,nyregion
male,2018-04-04-103521,politics
male,2018-02-16-107330,politics
male,2018-05-31-097057,review
female,2018-07-05-080509,drinks
male,2018-08-07-084979,obituaries
male,2018-01-23-115258,opinion
female,2018-01-22-102409,tennis
male,2018-06-29-095618,your-money
male,2018-03-21-153348,movies
male,2018-08-22-092379,obituaries
female,2018-09-14-129091,movies
male,2018-07-25-123150,sports
male,2018-01-23-001605,music
male,2018-02-16-004082,politics
male,2018-08-30-005435,theater
male,2018-01-30-016886,economy
male,2018-11-28-020030,movies
male,2018-08-02-019697,television
male,2018-05-29-021269,design
male,2018-09-14-024173,television
male,2018-10-25-030075,politics
female,2018-11-30-026532,opinion
female,2018-11-23-024850,business
male,2018-01-26-037978,baseball
male,2018-09-18-035724,style
male,2018-05-26-017451,tennis
male,2018-12-19-038452,style
male,2018-01-07-025684,australia
female,2018-05-17-057005,television
male,2018-01-15-041555,politics
male,2018-05-12-035167,technology
male,2018-09-05-062684,americas
male,2018-02-23-074565,europe
male,2018-08-02-059022,design
male,2018-09-23-034279,television
female,2018-11-16-074980,politics
female,2018-12-07-075284,television
female,2018-11-29-081708,nyregion
female,2018-05-14-083269,nyregion
male,2018-07-18-081958,opinion
male,2018-03-15-137910,family
male,2018-01-13-062976,business
male,2018-11-10-058714,crosswords
male,2018-10-26-120194,politics
female,2018-06-05-115157,politics
male,2018-02-09-143240,movies
male,2018-08-10-105102,theater
male,2018-10-08-078658,politics
male,2018-03-21-001927,technology
male,2018-08-20-001586,politics
male,2018-11-02-006451,dance
male,2018-11-14-011684,climate
male,2018-07-14-005576,sunday
female,2018-07-26-011432,politics
male,2018-12-21-010867,design
male,2018-06-04-011026,books
female,2018-05-25-012697,tennis
male,2018-03-23-016325,asia
male,2018-10-08-009825,theater
male,2018-01-25-022360,smarter-living
female,2018-04-20-024778,theater
male,2018-04-03-027231,climate
female,2018-10-01-027417,us
male,2018-01-29-033495,travel
male,2018-01-04-030469,us
male,2018-10-21-017567,technology
male,2018-02-20-037121,politics
male,2018-08-15-033184,obituaries
male,2018-08-24-032179,sports
male,2018-05-03-055095,fashion
male,2018-01-25-056589,business
female,2018-09-27-053536,magazine
female,2018-05-29-045135,insider
female,2018-11-22-036448,arts
male,2018-03-20-068374,dance
male,2018-05-22-057531,magazine
female,2018-10-25-075080,style
female,2018-11-28-062419,music
male,2018-05-25-065649,television
male,2018-05-15-077466,asia
male,2018-05-02-088999,arts
male,2018-12-14-065900,review
male,2018-10-08-043616,us
female,2018-08-07-077154,obituaries
male,2018-02-02-116181,television
female,2018-05-24-110165,opinion
female,2018-09-11-101968,briefing
male,2018-03-01-130757,movies
male,2018-10-16-113692,energy-environment
male,2018-12-21-099203,nyregion
male,2018-04-25-145686,nyregion
female,2018-08-14-095667,obituaries
male,2018-04-17-146030,nyregion
male,2018-07-28-058154,insider
male,2018-11-21-132415,middleeast
male,2018-03-06-160194,design
male,2018-01-03-126171,design
male,2018-04-04-161602,golf
female,2018-03-14-002234,nyregion
male,2018-04-13-002494,television
male,2018-08-14-002163,theater
male,2018-07-19-003835,nyregion
female,2018-11-06-011500,upshot
male,2018-01-05-012639,music
male,2018-03-12-024892,nyregion
female,2018-12-15-010783,style
female,2018-11-16-026349,weddings
male,2018-05-30-026726,obituaries
male,2018-04-30-027633,nyregion
male,2018-07-05-023591,obituaries
male,2018-10-31-033744,politics
male,2018-12-02-019205,nyregion
female,2018-09-28-041624,politics
male,2018-08-28-040557,politics
female,2018-03-30-046397,americas
male,2018-03-08-068116,opinion
male,2018-11-16-048745,politics
female,2018-05-10-061436,business
male,2018-10-31-055486,nyregion
female,2018-01-09-052669,politics
female,2018-06-10-023988,sports
male,2018-06-13-056176,middleeast
female,2018-03-10-043705,arts
male,2018-10-04-067016,us
male,2018-11-28-060787,us
male,2018-04-19-090167,television
female,2018-01-30-087673,review
male,2018-03-20-090909,europe
male,2018-09-20-081262,asia
female,2018-06-05-073464,politics
male,2018-06-08-073957,books
male,2018-09-07-076756,politics
female,2018-02-08-109071,review
female,2018-05-10-103195,style
male,2018-02-23-100416,review
male,2018-01-04-083448,olympics
female,2018-06-02-041784,obituaries
male,2018-11-30-088094,music
male,2018-06-27-090163,middleeast
male,2018-05-10-115850,theater
female,2018-11-08-101290,politics
male,2018-09-06-097167,africa
male,2018-09-02-045931,business
male,2018-02-27-121255,politics
male,2018-10-31-123847,design
male,2018-04-27-131759,americas
male,2018-12-04-121136,middleeast
male,2018-01-21-068341,asia
male,2018-04-05-140343,learning
female,2018-05-09-159089,politics
male,2018-06-14-139247,world-cup
female,2018-04-09-002947,upshot
male,2018-05-29-004221,sports
male,2018-01-16-006287,politics
male,2018-10-23-007828,politics
female,2018-10-10-027564,health
male,2018-03-08-034847,obituaries
female,2018-03-15-037009,family
male,2018-01-21-016597,tennis
male,2018-11-16-036327,movies
male,2018-07-24-034819,sports
male,2018-04-05-046744,baseball
male,2018-01-31-053097,football
female,2018-10-31-048666,nyregion
female,2018-01-23-060095,design
male,2018-02-27-068380,music
male,2018-03-14-077077,movies
male,2018-07-30-047862,business
male,2018-01-08-055086,asia
male,2018-02-15-089313,fashion
male,2018-11-25-036825,media
male,2018-02-08-106965,middleeast
male,2018-01-23-093562,magazine
female,2018-10-15-087054,australia
male,2018-11-30-088962,autoracing
male,2018-11-01-099282,magazine
male,2018-09-14-095979,review
male,2018-04-10-104565,review
male,2018-07-21-039464,baseball
female,2018-02-19-088082,t-magazine
male,2018-09-19-100951,sports
male,2018-02-16-121527,arts
male,2018-02-08-135048,middleeast
male,2018-10-23-113549,music
male,2018-10-08-062875,arts
male,2018-06-29-101699,politics
male,2018-10-25-137957,nyregion
male,2018-12-12-124035,business
male,2018-08-14-105261,magazine
male,2018-05-05-082038,us
male,2018-12-04-140784,nyregion
male,2018-09-19-142267,sports
male,2018-09-07-131295,politics
male,2018-03-15-017663,television
female,2018-02-09-015451,olympics
female,2018-09-06-017620,business
male,2018-07-28-011073,sports
female,2018-10-19-027686,nyregion
male,2018-10-31-031386,music
male,2018-09-23-017223,football
female,2018-02-16-042284,dance
male,2018-02-19-033689,business
female,2018-07-26-038227,review
female,2018-10-31-044338,media
female,2018-05-11-048853,us
male,2018-01-23-046565,politics
female,2018-06-05-042414,dining
female,2018-07-03-041050,dance
male,2018-08-04-031646,africa
male,2018-09-16-039789,us
female,2018-02-18-049737,europe
female,2018-06-28-079582,arts
male,2018-03-22-112580,business
male,2018-05-10-113483,politics
male,2018-12-07-097052,politics
male,2018-05-03-121707,fashion
male,2018-03-26-115399,europe
male,2018-08-17-091201,politics
male,2018-03-22-148794,television
male,2018-05-18-129438,theater
female,2018-08-23-124217,middleeast
male,2018-09-04-112769,media
female,2018-02-20-143657,olympics
male,2018-01-24-156364,cricket
male,2018-05-17-156791,soccer
male,2018-08-29-139671,energy-environment
female,2018-04-09-005384,art
male,2018-06-19-006791,politics
female,2018-03-09-022149,politics
female,2018-02-26-019904,science
female,2018-01-29-027756,politics
male,2018-06-12-029238,sports
female,2018-06-04-029655,style
male,2018-03-12-041257,politics
male,2018-06-04-032488,health
male,2018-06-01-034828,baseball
male,2018-11-05-036279,sports
male,2018-10-04-042437,music
female,2018-10-04-043713,obituaries
female,2018-06-19-040705,arts
male,2018-09-01-024876,asia
male,2018-04-08-030948,television
male,2018-07-21-021331,opinion
male,2018-05-29-048946,insider
male,2018-03-23-068471,style
male,2018-12-04-058576,live
female,2018-10-26-069106,politics
female,2018-09-04-067487,tennis
female,2018-03-16-094964,style
male,2018-07-14-040426,us
male,2018-06-18-067226,health
male,2018-11-23-060557,europe
male,2018-06-08-075983,television
female,2018-09-27-090378,books
male,2018-12-27-051485,obituaries
female,2018-12-21-073836,obituaries
male,2018-12-21-075051,your-money
male,2018-09-12-102850,style
male,2018-02-02-121054,weddings
female,2018-10-12-104578,asia
male,2018-06-13-113195,politics
male,2018-06-28-111436,style
male,2018-02-19-104143,baseball
male,2018-03-04-074917,us
male,2018-03-18-076401,nyregion
female,2018-11-08-133723,design
male,2018-07-02-098361,magazine
male,2018-12-27-078459,nyregion
male,2018-05-09-003289,nyregion
male,2018-06-25-004558,briefing
male,2018-03-07-009908,climate
female,2018-06-22-009581,t-magazine
female,2018-04-02-009967,politics
male,2018-07-07-004595,arts
male,2018-07-06-010097,us
female,2018-11-24-006012,europe
female,2018-07-06-013879,fashion
male,2018-09-18-019309,dance
male,2018-03-16-023911,obituaries
male,2018-12-28-012079,music
female,2018-02-22-031916,olympics
male,2018-11-07-027807,politics
male,2018-01-18-031705,style
male,2018-02-17-017621,style
male,2018-06-29-025386,us
female,2018-10-29-028368,lens
female,2018-06-28-033557,politics
male,2018-09-22-017203,politics
male,2018-08-21-030691,realestate
female,2018-12-11-034678,fashion
male,2018-04-13-044302,nyregion
male,2018-04-04-048929,politics
female,2018-01-16-046986,dance
female,2018-10-25-053195,music
male,2018-04-12-059562,nyregion
male,2018-07-12-041924,politics
male,2018-05-30-051325,golf
male,2018-07-06-041121,europe
male,2018-06-29-048114,politics
male,2018-03-29-073642,us
male,2018-05-13-038614,us
female,2018-07-03-053869,books
female,2018-09-10-057738,theater
male,2018-03-22-087932,theater
female,2018-06-01-066135,business
female,2018-05-15-079070,opinion
male,2018-11-30-070630,basketball
female,2018-07-15-034433,europe
male,2018-02-09-088055,europe
female,2018-08-07-065287,business
female,2018-02-21-101853,review
male,2018-09-28-083011,middleeast
male,2018-09-21-080805,business
female,2018-10-26-086315,music
male,2018-11-02-093648,sports
male,2018-06-22-088305,us
male,2018-02-19-094404,business
male,2018-11-23-079914,asia
male,2018-03-26-115968,baseball
male,2018-10-29-103624,politics
male,2018-09-26-120320,dealbook
male,2018-03-04-071491,europe
male,2018-08-27-105285,nyregion
female,2018-08-08-099981,television
male,2018-03-27-135841,magazine
male,2018-11-29-122472,magazine
male,2018-07-13-104067,music
female,2018-09-07-123716,arts
male,2018-06-20-137532,obituaries
male,2018-11-30-133921,us
male,2018-08-08-005176,sports
female,2018-11-01-014418,style
male,2018-04-07-008101,asia
female,2018-07-12-015584,briefing
male,2018-10-15-029448,music
male,2018-02-10-025291,weddings
female,2018-05-16-045762,politics
male,2018-09-14-045509,television
female,2018-06-23-020497,travel
male,2018-01-16-049101,health
male,2018-11-13-047389,tennis
male,2018-04-26-067827,sports
female,2018-07-24-044421,obituaries
male,2018-06-13-055615,europe
male,2018-11-22-039270,politics
male,2018-10-24-062302,sports
male,2018-01-25-067998,opinion
female,2018-04-11-070141,magazine
male,2018-02-16-073310,canada
female,2018-10-04-065741,us
female,2018-05-04-080176,review
male,2018-11-21-068074,politics
female,2018-09-24-066382,opinion
male,2018-03-17-050787,politics
male,2018-12-27-046548,obituaries
female,2018-06-14-082897,politics
male,2018-03-22-108000,technology
male,2018-07-03-068804,magazine
male,2018-03-17-058964,europe
male,2018-10-10-100660,opinion
male,2018-09-28-090546,politics
male,2018-04-30-093228,watching
female,2018-08-29-090709,television
male,2018-12-06-096034,europe
male,2018-12-10-085076,politics
male,2018-10-25-111773,opinion
male,2018-08-04-042020,style
male,2018-12-04-102943,politics
male,2018-12-01-055276,politics
male,2018-05-14-100734,books
female,2018-05-31-103235,books
female,2018-02-10-068436,business
male,2018-10-26-110262,sports
male,2018-03-09-134003,economy
male,2018-02-16-128421,us
male,2018-04-12-135960,technology
female,2018-09-13-124145,arts
male,2018-04-30-134207,business
female,2018-04-04-151515,climate
male,2018-12-14-122549,television
female,2018-09-13-001372,europe
male,2018-07-03-004884,americas
male,2018-06-13-013742,television
male,2018-01-11-014636,us
male,2018-08-12-005699,sports
male,2018-09-27-016820,letters
female,2018-03-24-010997,insider
male,2018-02-27-020152,politics
female,2018-04-04-021955,television
male,2018-10-02-020212,opinion
male,2018-09-25-024031,nyregion
male,2018-05-29-022118,dining
male,2018-04-24-031380,obituaries
male,2018-03-04-017132,asia
male,2018-08-28-034256,europe
female,2018-02-07-049274,fashion
female,2018-10-13-022252,us
male,2018-11-01-044472,nyregion
male,2018-07-12-035383,politics
female,2018-03-14-058843,fashion
male,2018-10-28-025348,politics
male,2018-07-26-045112,us
female,2018-07-25-045219,business
male,2018-10-17-059801,style
male,2018-06-18-048291,t-magazine
male,2018-06-26-052901,design
male,2018-11-16-058683,obituaries
female,2018-05-08-073563,us
male,2018-01-07-034954,americas
male,2018-10-14-036781,media
male,2018-10-04-074046,sports
female,2018-08-10-056293,design
male,2018-01-04-068732,business
male,2018-10-26-076898,basketball
female,2018-05-10-101512,theater
female,2018-02-15-108414,design
female,2018-09-14-086256,magazine
female,2018-08-31-078861,sports
male,2018-08-02-084589,contributors
male,2018-02-11-065238,asia
male,2018-10-15-104365,t-magazine
male,2018-09-02-054003,tennis
male,2018-10-02-117519,theater
male,2018-05-30-124382,magazine
male,2018-05-09-154544,politics
male,2018-05-01-154297,technology
male,2018-02-25-082454,americas
male,2018-02-05-133639,business
male,2018-02-08-170979,middleeast
male,2018-03-15-181766,sports
male,2018-07-11-119220,world-cup
male,2018-02-07-001440,briefing
female,2018-06-25-006901,style
male,2018-01-26-009040,review
female,2018-09-18-013023,obituaries
male,2018-03-19-017851,asia
male,2018-07-04-009735,realestate
female,2018-08-20-018166,sports
male,2018-11-15-028484,climate
male,2018-05-01-033843,obituaries
male,2018-06-06-029799,us
female,2018-10-20-017422,style
female,2018-02-06-040643,theater
male,2018-10-05-038138,politics
female,2018-07-01-017027,sports
male,2018-11-17-021612,us
male,2018-02-26-045203,politics
male,2018-06-22-041705,hockey
male,2018-09-20-048691,sports
female,2018-05-30-047023,magazine
male,2018-11-18-024662,media
female,2018-10-04-057012,magazine
male,2018-02-22-070158,travel
male,2018-06-26-054120,magazine
male,2018-10-01-058613,politics
male,2018-07-11-052365,asia
female,2018-05-06-037240,sports
male,2018-04-26-082495,climate
male,2018-07-09-046005,world-cup
male,2018-12-12-063431,business
male,2018-06-12-068805,dealbook
male,2018-02-19-064166,business
male,2018-11-04-037491,obituaries
male,2018-06-05-070658,fashion
male,2018-05-25-075347,music
female,2018-11-29-080150,asia
male,2018-03-27-091078,theater
female,2018-09-07-078356,style
female,2018-07-26-078454,review
female,2018-06-27-088143,magazine
male,2018-12-12-091282,politics
male,2018-03-28-115602,review
male,2018-10-02-095027,television
male,2018-01-22-096438,middleeast
male,2018-01-11-110899,middleeast
female,2018-07-31-084043,letters
male,2018-09-27-109854,us
male,2018-09-10-088183,lens
female,2018-10-05-101015,television
male,2018-10-31-117851,politics
male,2018-11-01-127128,obituaries
male,2018-01-17-132790,soccer
male,2018-07-14-063070,baseball
male,2018-08-10-100392,design
female,2018-05-10-158472,politics
female,2018-01-12-138627,television
male,2018-10-05-130719,movies
female,2018-08-16-115015,dance
female,2018-03-02-149588,review
female,2018-05-12-083968,movies
male,2018-08-11-056881,golf
male,2018-05-18-002645,asia
male,2018-10-24-007904,politics
male,2018-09-21-007532,business
male,2018-06-01-010756,europe
male,2018-12-25-004379,arts
male,2018-08-24-013772,australia
female,2018-12-27-013335,travel
male,2018-09-02-010081,africa
female,2018-04-24-026373,dealbook
female,2018-06-01-021495,asia
male,2018-07-25-027862,magazine
male,2018-04-17-038798,lens
female,2018-04-27-036353,design
male,2018-09-11-032610,obituaries
female,2018-08-16-030205,politics
male,2018-12-10-030720,arts
male,2018-05-29-036608,review
male,2018-07-09-032039,obituaries
female,2018-12-03-041835,theater
female,2018-08-30-051652,business
male,2018-12-25-015545,middleeast
male,2018-01-28-035671,nyregion
female,2018-05-31-060193,europe
male,2018-01-26-066601,your-money
female,2018-02-07-079378,fashion
male,2018-11-07-066546,upshot
male,2018-11-25-033057,politics
female,2018-03-22-095807,europe
female,2018-10-09-080919,dining
male,2018-02-23-099453,movies
male,2018-07-24-073700,nyregion
male,2018-08-24-063478,movies
male,2018-04-18-119176,politics
male,2018-05-23-100612,politics
male,2018-10-21-055556,us
male,2018-01-03-097118,movies
female,2018-06-16-049850,sunday
female,2018-09-21-109570,music
female,2018-05-31-117988,politics
female,2018-07-26-124686,review
male,2018-05-22-133517,magazine
male,2018-03-30-135563,obituaries
male,2018-04-25-175555,magazine
male,2018-12-12-001504,obituaries
female,2018-11-12-004097,music
male,2018-03-30-004550,climate
male,2018-05-24-005449,asia
female,2018-07-13-006867,music
male,2018-10-08-006433,arts
male,2018-12-04-015446,sports
male,2018-11-17-007685,technology
male,2018-12-12-016866,opinion
female,2018-10-03-020831,opinion
male,2018-06-27-027456,magazine
male,2018-03-05-029052,fashion
male,2018-09-03-019316,opinion
female,2018-06-07-031332,nyregion
male,2018-01-16-037386,design
male,2018-03-23-047219,review
male,2018-04-05-046214,obituaries
male,2018-07-28-019002,baseball
male,2018-03-13-058506,opinion
female,2018-08-24-037087,politics
male,2018-02-14-067704,theater
male,2018-03-28-072808,africa
male,2018-06-18-060866,sports
male,2018-02-22-092214,us
male,2018-02-23-090165,opinion
female,2018-08-15-067795,business
female,2018-01-14-046506,tennis
male,2018-10-18-092890,asia
male,2018-05-27-042102,movies
male,2018-06-20-094508,obituaries
male,2018-07-29-044690,briefing
male,2018-03-06-116062,europe
female,2018-07-02-077226,europe
male,2018-03-24-070115,middleeast
male,2018-01-12-114346,dining
male,2018-03-14-149090,magazine
male,2018-10-02-129703,style
male,2018-10-07-052814,sports
male,2018-05-08-152428,nyregion
male,2018-05-25-131869,theater
male,2018-06-29-118648,your-money
female,2018-07-26-129224,books
male,2018-08-03-001989,europe
female,2018-03-19-005819,asia
female,2018-11-19-005515,magazine
male,2018-04-18-017092,asia
male,2018-07-15-005978,nyregion
male,2018-10-26-014040,sports
male,2018-08-20-011170,review
male,2018-06-22-015914,opinion
male,2018-03-20-023530,politics
male,2018-04-28-017027,style
male,2018-05-16-039061,design
male,2018-05-03-044249,television
female,2018-02-21-053221,olympics
male,2018-01-23-046393,music
male,2018-09-22-022562,sports
male,2018-01-16-048689,sports
male,2018-03-16-060659,sunday
male,2018-11-20-052753,nyregion
male,2018-11-17-028255,business
male,2018-09-21-054701,arts
male,2018-11-30-063638,politics
female,2018-01-10-078927,theater
female,2018-01-23-083256,middleeast
male,2018-08-31-072579,politics
male,2018-06-13-084060,middleeast
male,2018-07-05-069164,obituaries
male,2018-07-10-073494,television
female,2018-01-11-101717,europe
female,2018-05-08-110645,art
male,2018-11-30-099898,fashion
male,2018-03-01-128666,movies
male,2018-11-09-111830,us
female,2018-03-12-127447,obituaries
male,2018-09-04-102523,sports
female,2018-01-07-060633,us
male,2018-02-07-154810,obituaries
male,2018-07-17-102978,theater
male,2018-05-16-145939,politics
male,2018-09-26-136434,business
male,2018-09-24-125614,review
male,2018-07-23-000919,politics
male,2018-02-28-013148,europe
female,2018-02-21-016252,design
male,2018-05-22-017603,opinion
female,2018-07-11-016247,politics
male,2018-09-19-023533,television
male,2018-02-24-019101,baseball
female,2018-08-10-025119,design
male,2018-12-16-015697,television
male,2018-10-10-039976,sports
female,2018-03-18-024503,tennis
male,2018-10-08-023208,sports
male,2018-11-26-036391,europe
male,2018-06-04-037718,style
male,2018-06-14-045300,t-magazine
male,2018-05-04-058003,baseball
male,2018-10-05-052065,opinion
female,2018-10-06-034343,politics
female,2018-03-31-041274,us
male,2018-09-05-073261,sports
male,2018-03-29-088950,music
male,2018-09-24-073483,obituaries
male,2018-12-18-069699,health
female,2018-10-31-095701,media
male,2018-07-07-035841,technology
female,2018-07-12-080942,politics
male,2018-04-12-114828,nyregion
male,2018-01-03-089939,nyregion
male,2018-09-19-102413,movies
male,2018-09-16-053662,nyregion
female,2018-11-15-112565,politics
male,2018-07-11-092550,politics
male,2018-04-05-126189,music
male,2018-04-13-137281,nyregion
male,2018-11-06-114296,dealbook
male,2018-08-04-050659,sunday
male,2018-09-14-127552,autoracing
male,2018-07-17-110413,asia
male,2018-06-07-136208,opinion
male,2018-03-26-000827,dealbook
female,2018-10-11-004901,climate
male,2018-07-22-002621,business
male,2018-02-01-010459,politics
female,2018-01-02-006326,nyregion
female,2018-07-15-004840,europe
male,2018-03-28-016674,nyregion
male,2018-07-26-016177,books
male,2018-02-08-026353,baseball
female,2018-01-12-027314,television
male,2018-03-08-047424,sports
male,2018-05-05-023326,baseball
male,2018-01-27-026714,europe
female,2018-06-17-022635,basketball
male,2018-09-24-046166,football
female,2018-06-24-023829,asia
male,2018-04-18-072001,opinion
female,2018-09-11-055939,music
male,2018-08-28-058896,movies
male,2018-03-09-076926,nyregion
male,2018-07-25-063696,middleeast
female,2018-01-09-070504,politics
female,2018-07-31-059437,us
male,2018-10-12-076299,realestate
male,2018-02-09-087298,music
male,2018-02-25-049410,technology
female,2018-09-27-087872,review
female,2018-06-08-077317,opinion
male,2018-11-01-093525,movies
male,2018-07-20-064983,nyregion
male,2018-01-01-039480,nyregion
male,2018-05-10-107061,music
male,2018-04-05-105341,design
male,2018-12-12-088147,design
male,2018-12-03-080768,nyregion
male,2018-08-01-084647,us
female,2018-03-21-128459,us
female,2018-01-20-064163,tennis
male,2018-10-18-115270,fashion
male,2018-06-14-114564,politics
male,2018-11-01-127570,reader-center
female,2018-11-30-113931,politics
male,2018-05-15-134242,middleeast
male,2018-10-01-120138,politics
male,2018-09-20-147351,hockey
male,2018-07-02-000973,asia
